id,name,name_zh,glass_type,scene,composition,output_image,status,prompt,prompt_zh
1125,Prata Punch,普拉塔宾治,,玫瑰番石榴长焦,telephoto compression / off-center third,output/images/1125_prata_punch.jpg,success,"Cinematic telephoto still-life, a single stemmed cocktail glass on the left third line with deep compressed creamy bokeh of a soft interior behind, shallow focal plane. A rosy blush cachaca, Lillet-rose and guava sparkler, gently translucent with fine bubbles rising, a thin strawberry slice and a lime wheel resting on the surface, delicate chill sheen, clean stem. Soft warm directional light rims the bowl against gentle shadow, refined pastel low-key palette, 135mm compression, creamy bokeh, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",电影感长焦静物：一只高脚鸡尾酒杯置于左侧三分线，背后是深邃压缩的柔和室内奶油散景，焦平面浅。酒体为玫瑰红晕的卡莎萨丽叶玫瑰番石榴起泡调，微微半透、细泡上升，酒面停一薄片草莓与一片青柠轮，泛微凉光泽，杯脚洁净。柔和暖调定向光勾勒杯身、映衬淡影，考究粉彩暗调，135mm压缩，奶油散景，超精细，写实，8k。
1126,Engaged and Cant-Aloupe,订婚与蜜瓜,Rocks Glass,蜜瓜奶泡俯拍,off-center flat lay / top-down,output/images/1126_engaged_and_cant_aloupe.jpg,success,"Overhead top-down flat-lay still-life, a single rocks glass placed off-center on a pale surface, clean surrounding space. A pale melon-orange pisco and cantaloupe sour beneath a silky egg-white foam crown seen from above, three drops of dark Angostura bitters dotted on the foam, translucent body below, delicate surface texture. Soft diffused side light casting a gentle shadow, fresh low-saturation palette, shallow depth of field, 100mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",90度俯拍平铺静物：一只古典杯偏置于浅色台面上，周围留白。酒体为淡蜜瓜橙的皮斯科哈密瓜酸酒，俯视覆一层丝滑蛋清奶泡，泡沫上点三滴深色安高天娜苦精，泡沫下酒液半透，表面质感细腻。柔和漫射侧光投出淡影，清新低饱和色调，浅景深，100mm感，超精细，写实，8k。
1130,Blind Luck,盲运,Martini,莓红马天尼剪影,distant backlit rim / subject to side,output/images/1130_blind_luck.jpg,success,"Quiet cinematic still-life, a single martini glass set small to one side, backlit by a soft warm glow rimming its silhouette, large atmospheric space dominating. A pale rosy-pink Old Tom gin and berry sour, crystal clear and bright with a delicate strawberry-raspberry tint, no ice, no garnish, a fine surface line, elegant thin stem. Warm side-back light with a distant tiny accent, serene low-key palette, shallow depth of field, creamy bokeh, 85mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",静谧电影感静物：一只马天尼杯较小地置于画面一侧，被柔和暖光逆光勾出轮廓，大片氛围空间主导画面。酒体为淡玫瑰粉的老汤姆金酒莓果酸酒，晶莹明亮、带细腻草莓覆盆子色泽，无冰无装饰，酒面一道细线，杯脚纤细优雅。暖调侧逆光配远处一点极小暖光，宁静暗调，浅景深奶油散景，85mm感，超精细，写实，8k。
1135,Karlsson's Kold Brew,卡尔森冷萃,Espresso Cup,冷萃咖啡左置,off-center-left / medium,output/images/1135_karlsson_s_kold_brew.jpg,success,"Intimate still-life of a single small espresso cup on a dark surface, subject on the left third with soft negative space to the right, medium shot. A dark coffee-brown coffee-vodka and mocha drink layered under a pale soy-milk coffee foam, a fine dusting of espresso powder on top, glossy dark body beneath, delicate texture. Warm low side light against a dim backdrop, cozy moody low-saturation palette, shallow depth of field, creamy bokeh, 100mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",亲密感静物：一只小巧的浓缩咖啡杯置于深色台面左侧三分处，右侧柔和留白，中景。酒体为深咖啡棕的咖啡伏特加摩卡调，上覆一层淡色豆奶咖啡泡沫，顶部薄撒浓缩咖啡粉，泡沫下酒液深色光亮，质感细腻。暖调低位侧光映衬昏暗背景，温馨而有情绪的低饱和色调，浅景深奶油散景，100mm微距感，超精细，写实，8k。
1139,Asian Affair,亚洲情事,Highball Glass,罗勒姜啤右置,off-center-right / medium,output/images/1139_asian_affair.jpg,success,"Bright lifestyle still-life of a single tall highball glass on a pale surface, subject on the right third with airy negative space to the left, medium shot. A pale green-gold vodka, kalamansi and Thai-basil cooler over clear ice topped with ginger beer, lightly effervescent with fine bubbles, gently translucent, a fresh basil leaf tucked in, cool condensation. Soft daylight from the left, fresh low-saturation palette, shallow depth of field, creamy bokeh, 85mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",明亮生活方式静物：一只高身高球杯置于浅色台面右侧三分处，左侧轻盈留白，中景。酒体为淡绿金色的伏特加卡曼橘泰国罗勒清凉调，浇于通透冰上、以姜汁啤酒补顶，轻带气泡、细泡上升，微微半透，杯中插一片新鲜罗勒叶，杯身凝结冷珠。左侧柔和日光，清新低饱和色调，浅景深奶油散景，85mm微距感，超精细，写实，8k。
1141,Tambourine,铃鼓,Coupe,菠萝金酸酒仰视,low-angle hero / subject lower third,output/images/1141_tambourine.jpg,success,"Low-angle hero still-life of a single coupe glass on dark stone, subject in the lower third with dramatic dark space and a soft light bloom above. A pale golden-tan vodka, pineapple and tamarind sour served up, gently translucent and bright, no ice, half a kaffir lime leaf resting on the surface, a fine delicate sheen, elegant stem. Warm side light rims the bowl against deep shadow, cinematic low-key palette, shallow depth of field, creamy bokeh, 85mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",低角度英雄式静物：一只碟形杯置于深色石面上，主体位于下三分，上方留出戏剧暗部与柔和光晕。酒体为淡金褐色的伏特加菠萝罗望子酸酒，净饮上桌，微微半透而明亮，无冰，酒面停半片泰国青柠叶，泛细腻光泽，杯脚优雅。暖侧光勾勒杯身、映衬深暗阴影，电影暗调，浅景深奶油散景，85mm感，超精细，写实，8k。
1144,Barbary Coast Bulldog,巴巴里海岸斗牛犬,Bucket,咖啡奶油可乐俯45,high-angle 45 overhead / off-center,output/images/1144_barbary_coast_bulldog.jpg,success,"High-angle 45-degree still-life of a single bucket glass on a dark surface, subject offset to reveal the tabletop. A creamy coffee-brown vodka, espresso-liqueur and cream drink over clear ice topped with cola, swirling layers of pale cream and dark cola marbling together, fine bubbles, a dark Luxardo cherry on top, cool condensation. Soft warm light from upper left casting a gentle shadow, cozy low-key palette, shallow depth of field, creamy bokeh, 100mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",45度高角度俯拍静物：一只冰桶杯置于深色台面，主体偏置露出台面。酒体为奶香咖啡棕的伏特加浓缩咖啡利口酒奶油调，浇于通透冰上、以可乐补顶，浅奶色与深可乐交融出大理石纹，细泡活跃，顶部一颗深色路萨朵樱桃，杯身凝结冷珠。左上方柔和暖光投出淡影，温馨暗调，浅景深奶油散景，100mm感，超精细，写实，8k。
1147,The No.3 Winter Cup,3号冬季杯,Highball Glass,红琥珀冬杯环境景,wide environmental / subject small,output/images/1147_the_no_3_winter_cup.jpg,success,"Wide environmental still-life, a single tall highball glass standing small within a softly lit winter nook, subject about a quarter of the frame with ambient space around. A pale reddish-amber gin, ginger and red-vermouth cooler over clear ice topped with lemonade, lightly effervescent, gently translucent, a ginger slice and a pink grapefruit wedge as garnish, cool condensation. Warm ambient light with soft blurred bokeh behind kept low in saturation, cozy low-key palette, shallow depth of field, 85mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",广角环境静物：一只高身高球杯较小地立于柔光冬日角落，主体约占画幅四分之一，四周环境留白。酒体为淡红琥珀色的金酒姜味红味美思清凉调，浇于通透冰上、以柠檬水补顶，轻带气泡，微微半透，以一片姜与一角粉红西柚装饰，杯身凝结冷珠。暖调环境光配背后低饱和的柔和散景，温馨暗调，浅景深，85mm感，超精细，写实，8k。
1152,Passionate Pigeon,热情鸽子,Collins,百香荔枝一角,minimalist negative space / corner,output/images/1152_passionate_pigeon.jpg,success,"Minimalist tropical still-life, a single tall Collins glass pushed to the lower-left corner with vast clean negative space and soft shadow. A golden-orange rum, lychee and passion-fruit cooler over crushed ice topped with a ginger-beer float, gently cloudy with passion-fruit seeds suspended, half a passion fruit perched on the rim, cool condensation. Soft directional daylight grazing from the right, warm low-saturation palette, shallow depth of field, creamy bokeh, 100mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",极简热带静物：一只高身可林杯被推到画面左下角，其余是大片干净负空间与柔和阴影。酒体为金橙色的朗姆荔枝百香果清凉调，浇于碎冰上、以姜汁啤酒浮层补顶，微浑并悬浮百香果籽，杯沿卡半颗百香果，杯身凝结冷珠。右侧柔和定向日光掠过，低饱和暖色调，浅景深奶油散景，100mm微距感，超精细，写实，8k。
1154,The No.3 Winter Punch,三号冬季宾治,Punch Bowl,冬季潘趣框景,foreground framing / through blur,output/images/1154_the_no_3_winter_punch.jpg,success,"Layered still-life shot through a soft blurred foreground of ginger and citrus, a single stemmed punch cup in the mid-ground offset from center, warm depth. A pale reddish-amber gin, ginger and vermouth punch over clear ice with lemonade, lightly effervescent and gently translucent, a pink grapefruit wedge and ginger slice as garnish, cool condensation. Warm side light against a shadowed backdrop, cozy low-key palette, shallow depth of field, creamy bokeh, 85mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",层次感静物，透过虚化的前景姜片与柑橘拍摄：一只高脚潘趣杯位于中景、偏离正中，暖调纵深。酒体为淡红琥珀色的金酒姜味味美思潘趣，浇于通透冰上、带柠檬水，轻带气泡、微微半透，以一角粉红西柚与一片姜装饰，杯身凝结冷珠。暖侧光映衬阴影背景，温馨暗调，浅景深奶油散景，85mm微距感，超精细，写实，8k。
1153,Mayan Decadence,玛雅奢靡,Bucket,巧克力龙舌兰长焦,telephoto compression / off-center third,output/images/1153_mayan_decadence.jpg,success,"Cinematic telephoto still-life, a single bucket glass on the right third line with deep compressed creamy bokeh of a dim bar behind, shallow focal plane. A deep amber-brown anejo tequila and mole-bitters drink over clear ice, richly translucent with a chocolatey depth, an expressed orange peel draped over the rim, subtle chill sheen. Warm directional light rims the glass against cool shadow, refined moody low-key palette, 135mm compression, creamy bokeh, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",电影感长焦静物：一只冰桶杯置于右侧三分线，背后是深邃压缩的昏暗酒吧奶油散景，焦平面浅。酒体为深琥珀棕的陈年龙舌兰莫莱苦精调，浇于通透冰上，浓郁半透、带巧克力般纵深，杯沿搭一条挤香橙皮，泛冷凝光泽。暖调定向光勾勒杯身、映衬冷调阴影，考究暗调，135mm压缩，奶油散景，超精细，写实，8k。
1163,Desmond's Choice,德斯蒙德之选,Old Fashioned Glass,可可波本俯拍,off-center flat lay / top-down,output/images/1163_desmond_s_choice.jpg,success,"Overhead top-down flat-lay still-life, a single Old Fashioned glass placed off-center on a dark wood surface, clean space with a curled orange peel and a dark cherry nearby. A deep amber-brown bourbon and creme-de-cacao old-fashioned over one large clear ice cube, richly translucent seen from above, an expressed orange peel and a Luxardo cherry resting on top, subtle chill sheen. Dramatic hard side light casting a crisp shadow across the grain, moody low-key palette, shallow depth of field, 100mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",90度俯拍平铺静物：一只古典杯偏置于深色木面上，周围留白，一旁一条橙皮卷与一颗深色樱桃。酒体为深琥珀棕的波本可可古典调，浇于一块通透大冰上，俯视浓郁半透，酒面停一条挤香橙皮与一颗路萨朵樱桃，泛冷凝光泽。单侧戏剧硬光在木纹上投出利落阴影，暗调，浅景深，100mm感，超精细，写实，8k。
1174,The 42nd Round,第42轮,,深琥珀调和剪影,distant backlit rim / subject to side,output/images/1174_the_42nd_round.jpg,success,"Quiet cinematic still-life, a single stemmed cocktail glass set small to one side, backlit by a soft warm glow rimming its silhouette, large atmospheric space dominating. A deep amber gin and blended-scotch stir with quinquina served up, richly translucent and glowing with warm garnet depth, no ice, no garnish, an elegant glossy surface, fine stem. Warm side-back light with a distant tiny accent, brooding low-key palette, shallow depth of field, creamy bokeh, 85mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",静谧电影感静物：一只高脚鸡尾酒杯较小地置于画面一侧，被柔和暖光逆光勾出轮廓，大片氛围空间主导画面。酒体为深琥珀色的金酒调和苏格兰金鸡纳搅拌调，净饮上桌，浓郁半透、泛暖石榴红纵深，无冰无装饰，酒面光亮优雅，杯脚纤细。暖调侧逆光配远处一点极小暖光，深沉暗调，浅景深奶油散景，85mm感，超精细，写实，8k。
1177,Trip to Jarnac,雅纳克之旅,,干邑金酸酒左置,off-center-left / medium,output/images/1177_trip_to_jarnac.jpg,success,"Soft editorial still-life of a single chilled cocktail glass on a pale surface, subject on the left third with airy negative space to the right, medium shot. A golden-amber cognac and arrack sour, gently cloudy and translucent with a warm citrus glow, no ice, no garnish, a fine delicate surface sheen, clean stem. Soft diffused daylight from the right, refined low-saturation palette, shallow depth of field, creamy bokeh, 100mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",柔和编辑风静物：一只冰镇鸡尾酒杯置于浅色台面左侧三分处，右侧轻盈留白，中景。酒体为金琥珀色的干邑亚力酒酸酒，微浑半透、带温暖柑橘光泽，无冰无装饰，酒面泛细腻光泽，杯脚洁净。右侧柔和漫射日光，考究低饱和色调，浅景深奶油散景，100mm微距感，超精细，写实，8k。
1175,The Nutty Sensation,坚果感官,Coupe,核桃干邑右置,off-center-right / medium,output/images/1175_the_nutty_sensation.jpg,success,"Refined still-life of a single coupe glass on a dark surface, subject on the right third with soft shadowed space to the left, medium shot. A golden-amber gin, cognac and sherry stir washed with walnut oil, richly translucent with a warm nutty sheen on the surface, no ice, no garnish, elegant clean stem. Warm directional light rakes the bowl against a dim backdrop, sophisticated nutty low-key palette, shallow depth of field, creamy bokeh, 85mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",考究静物：一只碟形杯置于深色台面右侧三分处，左侧柔和阴影留白，中景。酒体为金琥珀色的金酒干邑雪莉搅拌调、以核桃油洗杯，浓郁半透、酒面泛温暖坚果光泽，无冰无装饰，杯脚洁净优雅。暖调定向光扫过杯身、映衬昏暗背景，考究坚果暗调，浅景深奶油散景，85mm微距感，超精细，写实，8k。
1184,You're Bitter Than That,你比那更苦,Coupe,樱桃粉龙舌兰仰视,low-angle hero / subject lower third,output/images/1184_you_re_bitter_than_that.jpg,success,"Low-angle hero still-life of a single coupe glass on dark stone, subject in the lower third with dramatic dark space and a soft light bloom above. A reddish-pink blanco tequila, bitter and cherry-liqueur sour served up, jewel-translucent and glowing rosy, no ice, an expressed orange twist resting on the rim, delicate surface sheen, elegant stem. Warm side light rims the bowl against deep shadow, cinematic low-key palette, shallow depth of field, creamy bokeh, 85mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",低角度英雄式静物：一只碟形杯置于深色石面上，主体位于下三分，上方留出戏剧暗部与柔和光晕。酒体为红粉色的白龙舌兰苦酒樱桃利口酸酒，净饮上桌，宝石般半透、泛玫瑰光，无冰，杯沿搭一条挤香橙皮，酒面泛细腻光泽，杯脚优雅。暖侧光勾勒杯身、映衬深暗阴影，电影暗调，浅景深奶油散景，85mm感，超精细，写实，8k。
1190,Feingold,费因戈尔德,,樱桃白兰地俯45,high-angle 45 overhead / off-center,output/images/1190_feingold.jpg,success,"Moody high-angle 45-degree still-life of a single cocktail glass on dark slate, subject offset to reveal the surface. A deep cherry-amber brandy and cherry-liqueur drink over cracked ice, richly translucent with a garnet glow seen from above, two Luxardo cherries and an orange peel flag on a pick resting across the rim, subtle chill sheen. Dramatic warm directional light from upper left casting a crisp shadow, cinematic low-key palette, shallow depth of field, creamy bokeh, 100mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",暗调45度高角度俯拍静物：一只鸡尾酒杯置于深色石板上，主体偏置露出台面。酒体为深樱桃琥珀色的白兰地樱桃利口酒调，浇于碎冰上，俯视浓郁半透、泛石榴红光，杯沿横搭一支串着两颗路萨朵樱桃与橙皮旗的酒签，泛冷凝光泽。左上方戏剧暖调定向光投出利落阴影，电影暗调，浅景深奶油散景，100mm感，超精细，写实，8k。
1199,Stone Fruit Patch V1,核果园 V1,,蜜桃莓红环境景,wide environmental / subject small,output/images/1199_stone_fruit_patch_v1.jpg,success,"Wide environmental still-life, a single rocks glass standing small within a softly lit fresh setting, subject about a quarter of the frame with ambient space around. A rosy peach-pink maraschino and raspberry sour over fresh clear ice, gently cloudy and fruit-forward, a fresh raspberry and a mint sprig as garnish, cool condensation. Soft bright ambient light with a gentle bokeh backdrop kept low in saturation, fresh low-key palette, shallow depth of field, 85mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",广角环境静物：一只古典杯较小地立于柔光清新场景中，主体约占画幅四分之一，四周环境留白。酒体为玫瑰蜜桃粉的黑樱桃利口酒覆盆子酸酒，浇于新鲜通透冰上，微浑而果香浓，以一颗新鲜覆盆子与一枝薄荷装饰，杯身凝结冷珠。柔和明亮环境光配低饱和的轻柔散景背景，清新暗调，浅景深，85mm感，超精细，写实，8k。
1196,Ginger Pigeon,姜汁粉鸽,,菠萝姜金一角,minimalist negative space / corner,output/images/1196_ginger_pigeon.jpg,success,"Minimalist still-life, a single stemmed cocktail glass pushed to the upper-right corner with vast clean negative space and soft gradient shadow. A golden-orange rum, aperitivo and pineapple sour with a pale ginger-beer float clouding the top, gently cloudy and fresh, fine bubbles, a small pineapple leaf hint, cool condensation. Soft directional daylight grazing from the left, warm low-saturation palette, shallow depth of field, creamy bokeh, 100mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",极简静物：一只高脚鸡尾酒杯被推到画面右上角，其余是大片干净负空间与柔和渐变阴影。酒体为金橙色的朗姆开胃酒菠萝酸酒，顶部姜汁啤酒浮层泛白微浑，果香清新，细泡活跃，点缀一小片菠萝叶，杯身凝结冷珠。左侧柔和定向日光掠过，低饱和暖色调，浅景深奶油散景，100mm微距感，超精细，写实，8k。
1198,Stone Fruit Patch V2,核果园 V2,Coupe,蜜桃气泡框景,foreground framing / through blur,output/images/1198_stone_fruit_patch_v2.jpg,success,"Layered still-life shot through a soft blurred foreground of fresh raspberries, a single coupe glass in the mid-ground offset from center, fresh depth. A rosy peach-pink maraschino and raspberry sparkler, gently cloudy with fine bubbles rising from the sparkling wine, a fresh raspberry and a mint sprig on the rim, delicate chill sheen, clean stem. Soft bright directional light against a gentle bokeh backdrop, fresh pastel low-key palette, shallow depth of field, creamy bokeh, 85mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",层次感静物，透过虚化的前景鲜覆盆子拍摄：一只碟形杯位于中景、偏离正中，清新纵深。酒体为玫瑰蜜桃粉的黑樱桃利口酒覆盆子起泡调，微浑并因起泡酒而细泡上升，杯沿一颗新鲜覆盆子与一枝薄荷，泛微凉光泽，杯脚洁净。柔和明亮定向光配轻柔散景背景，清新粉彩暗调，浅景深奶油散景，85mm微距感，超精细，写实，8k。
1206,Mystique Green (Adapted),神秘绿（改编版）,,奇异果绿长焦,telephoto compression / off-center third,output/images/1206_mystique_green_adapted.jpg,success,"Cinematic telephoto still-life, a single stemmed cocktail glass on the left third line with deep compressed creamy bokeh of a muted interior behind, shallow focal plane. A pale kiwi-green gin, triple-sec and elderflower sour, gently cloudy and translucent with fine flecks of kiwi, no ice, a thin kiwi slice on the rim, delicate sheen, clean stem. Soft cool directional light rims the bowl against gentle shadow, fresh refined low-key palette, 135mm compression, creamy bokeh, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",电影感长焦静物：一只高脚鸡尾酒杯置于左侧三分线，背后是深邃压缩的低调室内奶油散景，焦平面浅。酒体为淡奇异果绿的金酒橙酒接骨木花酸酒，微浑半透、带细碎奇异果籽，无冰，杯沿一薄片奇异果，泛细腻光泽，杯脚洁净。柔和冷调定向光勾勒杯身、映衬淡影，清新考究暗调，135mm压缩，奶油散景，超精细，写实，8k。
1208,The Reserved King,珍藏之王,,金琥珀威士忌俯拍,off-center flat lay / top-down,output/images/1208_the_reserved_king.jpg,success,"Overhead top-down flat-lay still-life, a single chilled cocktail glass placed off-center on a dark honed stone surface, clean space with a curled lemon peel nearby. A golden-amber scotch and ginger stir served up, brilliantly translucent seen from above, no ice, an expressed lemon peel resting on the surface, elegant sheen. Dramatic hard directional light from one side casting a crisp shadow, moody low-key palette, shallow depth of field, 100mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",90度俯拍平铺静物：一只冰镇鸡尾酒杯偏置于深色哑光石面上，周围留白，一旁一条柠檬皮卷。酒体为金琥珀色的苏格兰威士忌姜味搅拌调，净饮上桌，俯视晶莹半透，无冰，酒面停一条挤香柠檬皮，泛优雅光泽。单侧戏剧硬光投出利落阴影，暗调，浅景深，100mm感，超精细，写实，8k。
1215,Ode to Kinshi,金狮赞歌,Coupe,余市烟熏剪影,distant backlit rim / subject to side,output/images/1215_ode_to_kinshi.jpg,success,"Quiet cinematic still-life, a single coupe glass set small to one side, backlit by a soft warm glow rimming its silhouette, large atmospheric space dominating. A deep reddish-amber Yoichi whisky and amaro stir served up, richly translucent with a mahogany-chocolate depth, no ice, a thin red apple slice resting on the rim, a faint smoky whisky aroma, elegant stem. Warm side-back light with a distant tiny accent, serene smoky low-key palette, shallow depth of field, creamy bokeh, 85mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",静谧电影感静物：一只碟形杯较小地置于画面一侧，被柔和暖光逆光勾出轮廓，大片氛围空间主导画面。酒体为深红琥珀色的余市威士忌苦酒搅拌调，净饮上桌，浓郁半透、带赤褐巧克力纵深，无冰，杯沿搭一薄片红苹果，透出淡淡威士忌烟熏香，杯脚优雅。暖调侧逆光配远处一点极小暖光，宁静烟熏暗调，浅景深奶油散景，85mm感，超精细，写实，8k。
1210,Japonais No.3,日式三号,Highball Glass,黄瓜莓橙左置,off-center-left / medium,output/images/1210_japonais_no_3.jpg,success,"Fresh lifestyle still-life of a single tall highball glass on a pale surface, subject on the left third with airy negative space to the right, medium shot. A pale orange-pink gin, ginger and orange cooler over clear ice with muddled cucumber and raspberry, gently cloudy and fresh, a candied ginger stick garnish, cool condensation. Soft daylight from the right, fresh low-saturation palette, shallow depth of field, creamy bokeh, 85mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",清新生活方式静物：一只高身高球杯置于浅色台面左侧三分处，右侧轻盈留白，中景。酒体为淡橙粉色的金酒姜味橙汁清凉调，浇于通透冰上、含捣碎黄瓜与覆盆子，微浑而清新，以一根姜糖棒装饰，杯身凝结冷珠。右侧柔和日光，清新低饱和色调，浅景深奶油散景，85mm微距感，超精细，写实，8k。
1220,Garrison's New Fashioned,加里森新古典,Old Fashioned Glass,杏子波本右置,off-center-right / medium,output/images/1220_garrison_s_new_fashioned.jpg,success,"Moody still-life of a single Old Fashioned glass on aged dark wood, subject on the right third with soft shadowed space to the left, medium shot. A deep amber bourbon and apricot-liqueur old-fashioned over one large clear ice cube, richly translucent and glowing warmly, an expressed lemon peel and a dark cherry resting inside, subtle chill sheen. Warm tungsten side light rakes the glass against a dim backdrop, sophisticated low-key palette, shallow depth of field, creamy bokeh, 85mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",暗调静物：一只古典杯置于做旧深色木面右侧三分处，左侧柔和阴影留白，中景。酒体为深琥珀色的波本杏子利口酒古典调，浇于一块通透大冰上，浓郁半透、暖调发光，杯中放一条挤香柠檬皮与一颗深色樱桃，泛冷凝光泽。暖钨丝侧光扫过酒杯、映衬昏暗背景，考究暗调，浅景深奶油散景，85mm微距感，超精细，写实，8k。
1221,Pina Del Este,东方松林,Rocks Glass,菠萝金仰视,low-angle hero / subject lower third,output/images/1221_pina_del_este.jpg,success,"Low-angle hero still-life of a single rocks glass on dark stone, subject in the lower third with dramatic dark space and a soft light bloom above. A cloudy pale golden amaretto, pineapple and lime drink over clear ice with a pisco float, gently opaque and fruit-forward, muddled pineapple flecks visible, a single edible flower on top, cool condensation. Warm side light rims the glass against deep shadow, cinematic low-key palette, shallow depth of field, creamy bokeh, 85mm feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",低角度英雄式静物：一只古典杯置于深色石面上，主体位于下三分，上方留出戏剧暗部与柔和光晕。酒体为微浑淡金色的杏仁酒菠萝青柠调，浇于通透冰上、带皮斯科浮层，微浊而果香浓，可见捣碎菠萝碎，顶部一朵可食用花，杯身凝结冷珠。暖侧光勾勒杯身、映衬深暗阴影，电影暗调，浅景深奶油散景，85mm感，超精细，写实，8k。
1234,Harms' Way,哈姆斯之路,Coupe,金琥珀苦酒俯45,high-angle 45 overhead / off-center,output/images/1234_harms_way.jpg,success,"Elegant high-angle 45-degree still-life of a single coupe glass on a pale stone surface, subject offset to reveal the tabletop. A pale golden-amber bitter bianco and tequila stir served up, crystal clear and translucent seen from above, no ice, a curled lemon peel resting on the surface, delicate sheen. Soft cool daylight from upper left casting a gentle shadow, refined low-saturation palette, shallow depth of field, creamy bokeh, 100mm macro feel, hyper-detailed, photorealistic, 8k, single cocktail glass only, no other glasses, restrained harmonious low-saturation background, no text, no letters, no numbers, no logo, no watermark",优雅的45度高角度俯拍静物：一只碟形杯置于浅色石面，主体偏置露出台面。酒体为淡金琥珀色的白色苦酒龙舌兰搅拌调，净饮上桌，俯视晶莹半透，无冰，酒面停一条卷曲柠檬皮，泛细腻光泽。左上方柔和冷调日光投出淡影，考究低饱和色调，浅景深奶油散景，100mm微距感，超精细，写实，8k。
